2015-07-01 00:00:00 	250
2015-07-01 01:00:00 	126
2015-07-01 02:00:00 	50
2015-07-01 03:00:00 	37
2015-07-01 04:00:00 	28
2015-07-01 05:00:00 	173
2015-07-01 06:00:00 	779
2015-07-01 07:00:00 	1688
2015-07-01 08:00:00 	3499
2015-07-01 09:00:00 	2618
2015-07-01 10:00:00 	1521
2015-07-01 11:00:00 	1373
2015-07-01 12:00:00 	1649
2015-07-01 13:00:00 	1651
2015-07-01 14:00:00 	1700
2015-07-01 15:00:00 	1879
2015-07-01 16:00:00 	2399
2015-07-01 17:00:00 	4029
2015-07-01 18:00:00 	4145
2015-07-01 19:00:00 	2864
2015-07-01 20:00:00 	1967
2015-07-01 21:00:00 	1339
2015-07-01 22:00:00 	1106
2015-07-01 23:00:00 	669
2015-07-02 00:00:00 	323
2015-07-02 01:00:00 	155
2015-07-02 02:00:00 	88
2015-07-02 03:00:00 	60
2015-07-02 04:00:00 	64
2015-07-02 05:00:00 	236
2015-07-02 06:00:00 	911
2015-07-02 07:00:00 	1793
2015-07-02 08:00:00 	3245
2015-07-02 09:00:00 	2537
2015-07-02 10:00:00 	1547
2015-07-02 11:00:00 	1458
2015-07-02 12:00:00 	1744
2015-07-02 13:00:00 	2056
2015-07-02 14:00:00 	2260
2015-07-02 15:00:00 	2584
2015-07-02 16:00:00 	3006
2015-07-02 17:00:00 	3195
2015-07-02 18:00:00 	2757
2015-07-02 19:00:00 	1983
2015-07-02 20:00:00 	1145
2015-07-02 21:00:00 	1005
2015-07-02 22:00:00 	783
2015-07-02 23:00:00 	624
2015-07-03 00:00:00 	426
2015-07-03 01:00:00 	218
2015-07-03 02:00:00 	169
2015-07-03 03:00:00 	97
2015-07-03 04:00:00 	77
2015-07-03 05:00:00 	100
2015-07-03 06:00:00 	236
2015-07-03 07:00:00 	454
2015-07-03 08:00:00 	793
2015-07-03 09:00:00 	1052
2015-07-03 10:00:00 	1346
2015-07-03 11:00:00 	1818
2015-07-03 12:00:00 	1853
2015-07-03 13:00:00 	2112
2015-07-03 14:00:00 	2234
2015-07-03 15:00:00 	2349
2015-07-03 16:00:00 	2260
2015-07-03 17:00:00 	2171
2015-07-03 18:00:00 	1969
2015-07-03 19:00:00 	1664
2015-07-03 20:00:00 	1262
2015-07-03 21:00:00 	956
2015-07-03 22:00:00 	702
2015-07-03 23:00:00 	610
2015-07-04 00:00:00 	404
2015-07-04 01:00:00 	262
2015-07-04 02:00:00 	159
2015-07-04 03:00:00 	90
2015-07-04 04:00:00 	59
2015-07-04 05:00:00 	60
2015-07-04 06:00:00 	117
2015-07-04 07:00:00 	223
2015-07-04 08:00:00 	417
2015-07-04 09:00:00 	759
2015-07-04 10:00:00 	1178
2015-07-04 11:00:00 	1497
2015-07-04 12:00:00 	1533
2015-07-04 13:00:00 	913
2015-07-04 14:00:00 	1185
2015-07-04 15:00:00 	1697
2015-07-04 16:00:00 	1980
2015-07-04 17:00:00 	1915
2015-07-04 18:00:00 	1619
2015-07-04 19:00:00 	1558
2015-07-04 20:00:00 	1102
2015-07-04 21:00:00 	800
2015-07-04 22:00:00 	1355
2015-07-04 23:00:00 	824
2015-07-05 00:00:00 	536
2015-07-05 01:00:00 	318
2015-07-05 02:00:00 	189
2015-07-05 03:00:00 	133
2015-07-05 04:00:00 	85
2015-07-05 05:00:00 	70
2015-07-05 06:00:00 	103
2015-07-05 07:00:00 	220
2015-07-05 08:00:00 	448
2015-07-05 09:00:00 	843
2015-07-05 10:00:00 	1145
2015-07-05 11:00:00 	1644
2015-07-05 12:00:00 	1951
2015-07-05 13:00:00 	2082
2015-07-05 14:00:00 	2083
2015-07-05 15:00:00 	2244
2015-07-05 16:00:00 	2186
2015-07-05 17:00:00 	2105
2015-07-05 18:00:00 	2181
2015-07-05 19:00:00 	1806
2015-07-05 20:00:00 	1288
2015-07-05 21:00:00 	1031
2015-07-05 22:00:00 	757
2015-07-05 23:00:00 	472
2015-07-06 00:00:00 	231
2015-07-06 01:00:00 	116
2015-07-06 02:00:00 	54
2015-07-06 03:00:00 	47
2015-07-06 04:00:00 	48
2015-07-06 05:00:00 	196
2015-07-06 06:00:00 	924
2015-07-06 07:00:00 	1806
2015-07-06 08:00:00 	3195
2015-07-06 09:00:00 	2371
2015-07-06 10:00:00 	1232
2015-07-06 11:00:00 	1223
2015-07-06 12:00:00 	1473
2015-07-06 13:00:00 	1445
2015-07-06 14:00:00 	1581
2015-07-06 15:00:00 	1708
2015-07-06 16:00:00 	2147
2015-07-06 17:00:00 	4090
2015-07-06 18:00:00 	4078
2015-07-06 19:00:00 	2878
2015-07-06 20:00:00 	1894
2015-07-06 21:00:00 	1253
2015-07-06 22:00:00 	783
2015-07-06 23:00:00 	478
2015-07-07 00:00:00 	227
2015-07-07 01:00:00 	122
2015-07-07 02:00:00 	72
2015-07-07 03:00:00 	31
2015-07-07 04:00:00 	39
2015-07-07 05:00:00 	233
2015-07-07 06:00:00 	1071
2015-07-07 07:00:00 	2084
2015-07-07 08:00:00 	3557
2015-07-07 09:00:00 	2674
2015-07-07 10:00:00 	1323
2015-07-07 11:00:00 	1296
2015-07-07 12:00:00 	1580
2015-07-07 13:00:00 	1525
2015-07-07 14:00:00 	1511
2015-07-07 15:00:00 	1662
2015-07-07 16:00:00 	2228
2015-07-07 17:00:00 	3465
2015-07-07 18:00:00 	4096
2015-07-07 19:00:00 	3011
2015-07-07 20:00:00 	2101
2015-07-07 21:00:00 	1372
2015-07-07 22:00:00 	975
2015-07-07 23:00:00 	582
2015-07-08 00:00:00 	289
2015-07-08 01:00:00 	118
2015-07-08 02:00:00 	78
2015-07-08 03:00:00 	39
2015-07-08 04:00:00 	63
2015-07-08 05:00:00 	273
2015-07-08 06:00:00 	1051
2015-07-08 07:00:00 	2092
2015-07-08 08:00:00 	3670
2015-07-08 09:00:00 	2645
2015-07-08 10:00:00 	1402
2015-07-08 11:00:00 	1311
2015-07-08 12:00:00 	1518
2015-07-08 13:00:00 	1536
2015-07-08 14:00:00 	1547
2015-07-08 15:00:00 	1696
2015-07-08 16:00:00 	1653
2015-07-08 17:00:00 	2695
2015-07-08 18:00:00 	3828
2015-07-08 19:00:00 	2706
2015-07-08 20:00:00 	1921
2015-07-08 21:00:00 	1341
2015-07-08 22:00:00 	1003
2015-07-08 23:00:00 	572
2015-07-09 00:00:00 	347
2015-07-09 01:00:00 	152
2015-07-09 02:00:00 	81
2015-07-09 03:00:00 	40
2015-07-09 04:00:00 	40
2015-07-09 05:00:00 	271
2015-07-09 06:00:00 	1021
2015-07-09 07:00:00 	1774
2015-07-09 08:00:00 	1530
2015-07-09 09:00:00 	2287
2015-07-09 10:00:00 	1368
2015-07-09 11:00:00 	1301
2015-07-09 12:00:00 	1631
2015-07-09 13:00:00 	1660
2015-07-09 14:00:00 	1693
2015-07-09 15:00:00 	1798
2015-07-09 16:00:00 	2397
2015-07-09 17:00:00 	3868
2015-07-09 18:00:00 	3768
2015-07-09 19:00:00 	2729
2015-07-09 20:00:00 	1152
2015-07-09 21:00:00 	201
2015-07-09 22:00:00 	419
2015-07-09 23:00:00 	450
2015-07-10 00:00:00 	255
2015-07-10 01:00:00 	149
2015-07-10 02:00:00 	88
2015-07-10 03:00:00 	74
2015-07-10 04:00:00 	57
2015-07-10 05:00:00 	241
2015-07-10 06:00:00 	859
2015-07-10 07:00:00 	1845
2015-07-10 08:00:00 	3326
2015-07-10 09:00:00 	2644
2015-07-10 10:00:00 	1583
2015-07-10 11:00:00 	1590
2015-07-10 12:00:00 	1999
2015-07-10 13:00:00 	2160
2015-07-10 14:00:00 	2241
2015-07-10 15:00:00 	2422
2015-07-10 16:00:00 	2936
2015-07-10 17:00:00 	3825
2015-07-10 18:00:00 	3356
2015-07-10 19:00:00 	2472
2015-07-10 20:00:00 	1619
2015-07-10 21:00:00 	1120
2015-07-10 22:00:00 	921
2015-07-10 23:00:00 	777
2015-07-11 00:00:00 	568
2015-07-11 01:00:00 	364
2015-07-11 02:00:00 	243
2015-07-11 03:00:00 	188
2015-07-11 04:00:00 	95
2015-07-11 05:00:00 	70
2015-07-11 06:00:00 	209
2015-07-11 07:00:00 	424
2015-07-11 08:00:00 	748
2015-07-11 09:00:00 	1291
2015-07-11 10:00:00 	1720
2015-07-11 11:00:00 	2059
2015-07-11 12:00:00 	2444
2015-07-11 13:00:00 	2610
2015-07-11 14:00:00 	2519
2015-07-11 15:00:00 	2485
2015-07-11 16:00:00 	2585
2015-07-11 17:00:00 	2470
2015-07-11 18:00:00 	2265
2015-07-11 19:00:00 	1949
2015-07-11 20:00:00 	1523
2015-07-11 21:00:00 	1191
2015-07-11 22:00:00 	947
2015-07-11 23:00:00 	752
2015-07-12 00:00:00 	552
2015-07-12 01:00:00 	387
2015-07-12 02:00:00 	260
2015-07-12 03:00:00 	186
2015-07-12 04:00:00 	120
2015-07-12 05:00:00 	65
2015-07-12 06:00:00 	139
2015-07-12 07:00:00 	290
2015-07-12 08:00:00 	614
2015-07-12 09:00:00 	1056
2015-07-12 10:00:00 	1571
2015-07-12 11:00:00 	2005
2015-07-12 12:00:00 	2266
2015-07-12 13:00:00 	2604
2015-07-12 14:00:00 	2628
2015-07-12 15:00:00 	2635
2015-07-12 16:00:00 	2467
2015-07-12 17:00:00 	2509
2015-07-12 18:00:00 	2508
2015-07-12 19:00:00 	2015
2015-07-12 20:00:00 	1640
2015-07-12 21:00:00 	1167
2015-07-12 22:00:00 	821
2015-07-12 23:00:00 	532
2015-07-13 00:00:00 	240
2015-07-13 01:00:00 	123
2015-07-13 02:00:00 	81
2015-07-13 03:00:00 	30
2015-07-13 04:00:00 	41
2015-07-13 05:00:00 	246
2015-07-13 06:00:00 	1026
2015-07-13 07:00:00 	2103
2015-07-13 08:00:00 	3491
2015-07-13 09:00:00 	2405
2015-07-13 10:00:00 	1368
2015-07-13 11:00:00 	1281
2015-07-13 12:00:00 	1560
2015-07-13 13:00:00 	1571
2015-07-13 14:00:00 	1639
2015-07-13 15:00:00 	1726
2015-07-13 16:00:00 	2404
2015-07-13 17:00:00 	4240
2015-07-13 18:00:00 	4347
2015-07-13 19:00:00 	3314
2015-07-13 20:00:00 	2189
2015-07-13 21:00:00 	1475
2015-07-13 22:00:00 	989
2015-07-13 23:00:00 	596
2015-07-14 00:00:00 	328
2015-07-14 01:00:00 	119
2015-07-14 02:00:00 	67
2015-07-14 03:00:00 	34
2015-07-14 04:00:00 	53
2015-07-14 05:00:00 	288
2015-07-14 06:00:00 	1171
2015-07-14 07:00:00 	2312
2015-07-14 08:00:00 	3853
2015-07-14 09:00:00 	2716
2015-07-14 10:00:00 	1331
2015-07-14 11:00:00 	1255
2015-07-14 12:00:00 	1164
2015-07-14 13:00:00 	606
2015-07-14 14:00:00 	770
2015-07-14 15:00:00 	1294
2015-07-14 16:00:00 	2190
2015-07-14 17:00:00 	4016
2015-07-14 18:00:00 	4059
2015-07-14 19:00:00 	3022
2015-07-14 20:00:00 	2112
2015-07-14 21:00:00 	1381
2015-07-14 22:00:00 	1055
2015-07-14 23:00:00 	606
2015-07-15 00:00:00 	330
2015-07-15 01:00:00 	167
2015-07-15 02:00:00 	85
2015-07-15 03:00:00 	36
2015-07-15 04:00:00 	65
2015-07-15 05:00:00 	278
2015-07-15 06:00:00 	1053
2015-07-15 07:00:00 	2065
2015-07-15 08:00:00 	3597
2015-07-15 09:00:00 	2567
2015-07-15 10:00:00 	1060
2015-07-15 11:00:00 	578
2015-07-15 12:00:00 	623
2015-07-15 13:00:00 	1183
2015-07-15 14:00:00 	1359
2015-07-15 15:00:00 	1527
2015-07-15 16:00:00 	2121
2015-07-15 17:00:00 	3890
2015-07-15 18:00:00 	4189
2015-07-15 19:00:00 	3019
2015-07-15 20:00:00 	2012
2015-07-15 21:00:00 	1414
2015-07-15 22:00:00 	1074
2015-07-15 23:00:00 	687
2015-07-16 00:00:00 	342
2015-07-16 01:00:00 	172
2015-07-16 02:00:00 	72
2015-07-16 03:00:00 	38
2015-07-16 04:00:00 	59
2015-07-16 05:00:00 	266
2015-07-16 06:00:00 	1064
2015-07-16 07:00:00 	2133
2015-07-16 08:00:00 	3935
2015-07-16 09:00:00 	2892
2015-07-16 10:00:00 	1546
2015-07-16 11:00:00 	1587
2015-07-16 12:00:00 	1935
2015-07-16 13:00:00 	1944
2015-07-16 14:00:00 	1939
2015-07-16 15:00:00 	2125
2015-07-16 16:00:00 	2702
2015-07-16 17:00:00 	4414
2015-07-16 18:00:00 	4433
2015-07-16 19:00:00 	3138
2015-07-16 20:00:00 	2157
2015-07-16 21:00:00 	1480
2015-07-16 22:00:00 	1225
2015-07-16 23:00:00 	758
2015-07-17 00:00:00 	440
2015-07-17 01:00:00 	207
2015-07-17 02:00:00 	116
2015-07-17 03:00:00 	66
2015-07-17 04:00:00 	58
2015-07-17 05:00:00 	246
